,Year,Airport,FlightsA-Domestic,PaxA-Domestic,CargoA-Domestic,FlightsD-Domestic,PaxD-Domestic,CargoD-Domestic,FlightsA-international,PaxA-international,CargoA-international,FlightsD-international,PaxD-international,CargoD-international,Flights,Pax,Cargo
134,2015,DMM,"  16,593.0 ","  2,007,243.0 ","  8,781.3 ","  16,664.0 ","  2,050,397.0 ","  8,065.4 ","  19,478.0 ","  2,619,612.0 ","  44,646.4 ","  19,428.0 ","  2,469,605.0 ","  10,354.9 ","  72,163.0 ","  9,146,857.0 ","  71,848.0 "
135,2015,DWD,  207.0 ,"  11,601.0 ",  1.4 ,  207.0 ,"  11,867.0 ",  0.8 ,,,,,,,  414.0 ,"  23,468.0 ",  2.2 
136,2015,EAM,  878.0 ,"  105,840.0 ",  137.3 ,  877.0 ,"  106,008.0 ",  33.5 ,  63.0 ,"  7,272.0 ",  -   ,  63.0 ,"  6,916.0 ",  -   ,"  1,881.0 ","  226,036.0 ",  170.8 
137,2015,EJH,  433.0 ,"  23,606.0 ",  12.4 ,  433.0 ,"  24,774.0 ",  7.2 ,,,,,,,  866.0 ,"  48,380.0 ",  19.6 
138,2015,ELQ,"  2,877.0 ","  312,527.0 ",  384.3 ,"  2,897.0 ","  322,653.0 ",  457.5 ,"  3,612.0 ","  408,613.0 ",  1.1 ,"  3,618.0 ","  378,789.0 ",  3.1 ,"  13,004.0 ","  1,422,582.0 ",  846.0 
139,2015,GIZ,"  5,700.0 ","  795,073.0 ",  879.5 ,"  5,697.0 ","  807,209.0 ","  2,018.8 ",  442.0 ,"  34,347.0 ",  -   ,  444.0 ,"  37,366.0 ",  -   ,"  12,283.0 ","  1,673,995.0 ","  2,898.3 "
140,2015,HAS,"  2,785.0 ","  328,506.0 ",  829.5 ,"  2,803.0 ","  333,319.0 ",  280.8 ,  566.0 ,"  68,787.0 ",  -   ,  567.0 ,"  68,107.0 ",  -   ,"  6,721.0 ","  798,719.0 ","  1,110.3 "
141,2015,HOF,  294.0 ,"  24,710.0 ",  0.4 ,  292.0 ,"  27,820.0 ",  0.7 ,  649.0 ,"  47,487.0 ",  -   ,  650.0 ,"  49,123.0 ",  -   ,"  1,885.0 ","  149,140.0 ",  1.1 
142,2015,JED,"  40,352.0 ","  5,438,502.0 ","  22,224.6 ","  39,467.0 ","  5,551,293.0 ","  31,204.5 ","  58,065.0 ","  8,601,578.0 ","  141,940.0 ","  59,356.0 ","  8,955,543.0 ","  50,637.4 ","  197,240.0 ","  28,546,916.0 ","  246,006.5 "
143,2015,MED,"  10,587.0 ","  969,570.0 ",,"  12,103.0 ","  1,016,213.0 ",,"  13,926.0 ","  2,256,347.0 ",,"  12,415.0 ","  1,589,033.0 ",,"  49,031.0 ","  5,831,163.0 ",
144,2015,RAE,"  1,077.0 ","  113,866.0 ",  340.9 ,"  1,078.0 ","  116,217.0 ",  20.4 ,,,,,,,"  2,155.0 ","  230,083.0 ",  361.3 
145,2015,RAH,  591.0 ,"  34,315.0 ",  25.1 ,  591.0 ,"  36,081.0 ",  8.3 ,,,,,,,"  1,182.0 ","  70,396.0 ",  33.4 
146,2015,RUH,"  46,530.0 ","  6,187,761.0 ","  26,102.8 ","  46,781.0 ","  6,059,886.0 ","  19,526.4 ","  32,773.0 ","  5,375,852.0 ","  133,589.7 ","  32,558.0 ","  5,114,668.0 ","  39,483.9 ","  158,642.0 ","  22,738,167.0 ","  218,702.7 "
147,2015,SHW,  916.0 ,"  87,288.0 ",  97.3 ,  919.0 ,"  91,041.0 ",  17.7 ,,,,,,,"  1,835.0 ","  178,329.0 ",  115.0 
148,2015,TIF,"  2,588.0 ","  295,711.0 ",  193.1 ,"  2,593.0 ","  292,229.0 ",  192.5 ,"  2,292.0 ","  292,080.0 ",  18.1 ,"  2,324.0 ","  266,173.0 ",  -   ,"  9,797.0 ","  1,146,193.0 ",  403.8 
149,2015,TUI,  408.0 ,"  24,723.0 ",  24.3 ,  408.0 ,"  25,079.0 ",  6.1 ,,,,,,,  816.0 ,"  49,802.0 ",  30.4 
150,2015,TUU,"  4,772.0 ","  559,365.0 ","  1,330.2 ","  4,786.0 ","  567,242.0 ",  380.3 ,  969.0 ,"  92,651.0 ",  0.5 ,  961.0 ,"  88,621.0 ",  0.1 ,"  11,488.0 ","  1,307,879.0 ","  1,711.1 "
151,2015,ULH,  208.0 ,"  10,753.0 ",  0.2 ,  208.0 ,"  11,246.0 ",  0.3 ,,,,,,,  416.0 ,"  21,999.0 ",  0.5 
152,2015,URY,  932.0 ,"  102,246.0 ",  286.6 ,  932.0 ,"  104,537.0 ",  23.3 ,,,,,,,"  1,864.0 ","  206,783.0 ",  309.9 
153,2015,WAE,  934.0 ,"  52,073.0 ",  6.5 ,  934.0 ,"  59,389.0 ",  1.4 ,,,,,,,"  1,868.0 ","  111,462.0 ",  7.9 
154,2015,YNB,"  1,986.0 ","  177,916.0 ",  80.2 ,"  1,985.0 ","  186,126.0 ",  6.0 ,"  2,240.0 ","  292,397.0 ",  -   ,"  2,226.0 ","  263,511.0 ",  -   ,"  8,437.0 ","  919,950.0 ",  86.2 
155,2016,ABT,"  2,011.0 ","  200,848.0 ",  51.2 ,"  2,011.0 ","  203,191.0 ",  47.2 ,  2.0 ,  -   ,  -   ,  3.0 ,  55.0 ,  -   ,"  4,027.0 ","  404,094.0 ",  98.4 
156,2016,AHB,"  13,178.0 ","  1,409,674.0 ","  2,045.6 ","  13,158.0 ","  1,401,298.0 ",  610.5 ,"  2,752.0 ","  287,364.0 ",  24.5 ,"  2,783.0 ","  286,597.0 ",  3.6 ,"  31,871.0 ","  3,384,933.0 ","  2,684.2 "
157,2016,AJF,"  2,144.0 ","  208,101.0 ",  375.5 ,"  2,147.0 ","  207,553.0 ",  67.3 ,  736.0 ,"  75,665.0 ",  -   ,  732.0 ,"  80,209.0 ",  -   ,"  5,759.0 ","  571,528.0 ",  442.8 
158,2016,AQI,"  1,204.0 ","  83,630.0 ",  32.8 ,"  1,202.0 ","  86,737.0 ",  67.5 ,  4.0 ,  -   ,  -   ,  4.0 ,  -   ,  -   ,"  2,414.0 ","  170,367.0 ",  100.3 
159,2016,BHH,"  1,893.0 ","  188,494.0 ",  101.8 ,"  1,890.0 ","  187,620.0 ",  22.1 ,  16.0 ,  36.0 ,  -   ,  17.0 ,  -   ,  -   ,"  3,816.0 ","  376,150.0 ",  123.9 
160,2016,DMM,"  24,100.0 ","  2,259,768.0 ","  8,266.3 ","  23,927.0 ","  2,261,833.0 ","  6,034.3 ","  21,083.0 ","  2,622,519.0 ","  60,299.7 ","  21,257.0 ","  2,567,214.0 ","  17,744.7 ","  90,367.0 ","  9,711,334.0 ","  92,345.0 "
161,2016,DWD,  218.0 ,"  11,296.0 ",  4.6 ,  218.0 ,"  11,675.0 ",  3.1 ,  1.0 ,  -   ,  -   ,  1.0 ,  -   ,  -   ,  438.0 ,"  22,971.0 ",  7.7 
162,2016,EAM,  61.0 ,  90.0 ,  -   ,  58.0 ,  175.0 ,  -   ,  29.0 ,  -   ,  -   ,  31.0 ,  -   ,  -   ,  179.0 ,  265.0 ,  -   
163,2016,EJH,  578.0 ,"  24,907.0 ",  6.2 ,  576.0 ,"  27,796.0 ",  6.9 ,  8.0 ,  9.0 ,  -   ,  9.0 ,  44.0 ,  -   ,"  1,171.0 ","  52,756.0 ",  13.1 
164,2016,ELQ,"  3,573.0 ","  350,596.0 ",  283.0 ,"  3,549.0 ","  350,200.0 ",  491.6 ,"  4,500.0 ","  482,462.0 ",  2.9 ,"  4,541.0 ","  482,036.0 ",  8.1 ,"  16,163.0 ","  1,665,294.0 ",  785.6 
165,2016,GIZ,"  7,137.0 ","  844,400.0 ",  752.8 ,"  7,130.0 ","  855,215.0 ","  1,745.2 ",  741.0 ,"  74,222.0 ",  -   ,  753.0 ,"  79,248.0 ",  -   ,"  15,761.0 ","  1,853,085.0 ","  2,498.0 "
166,2016,HAS,"  3,333.0 ","  333,348.0 ",  538.8 ,"  3,333.0 ","  334,620.0 ",  123.8 ,  680.0 ,"  80,113.0 ",  -   ,  676.0 ,"  78,207.0 ",  -   ,"  8,022.0 ","  826,288.0 ",  662.6 
167,2016,HOF,"  2,952.0 ","  59,170.0 ",  2.1 ,"  2,962.0 ","  140,498.0 ",  0.4 ,"  1,103.0 ","  63,468.0 ",  -   ,"  1,096.0 ","  70,703.0 ",  -   ,"  8,113.0 ","  333,839.0 ",  2.5 
168,2016,JED,"  48,391.0 ","  5,453,914.0 ","  14,523.9 ","  46,885.0 ","  5,453,705.0 ","  28,575.2 ","  64,941.0 ","  9,699,708.0 ","  166,484.5 ","  66,372.0 ","  10,567,939.0 ","  59,877.1 ","  226,589.0 ","  31,175,266.0 ","  269,460.7 "
169,2016, MED ,"  11,026.0 ","  1,027,566.0 ",,"  12,218.0 ","  1,080,965.0 ",,"  16,199.0 ","  2,576,960.0 ",,"  15,008.0 ","  1,887,296.0 ",,"  54,451.0 ","  6,572,787.0 ",
170,2016,RAE,"  1,313.0 ","  125,299.0 ",  231.4 ,"  1,312.0 ","  126,696.0 ",  23.3 ,,,,,,,"  2,625.0 ","  251,995.0 ",  254.7 
171,2016,RAH,  659.0 ,"  37,827.0 ",  20.3 ,  659.0 ,"  39,305.0 ",  8.9 ,,,,,,,"  1,318.0 ","  77,132.0 ",  29.2 
172,2016,RGB,,,,,,,  46.0 ,  67.0 ,  -   ,  46.0 ,  68.0 ,  -   ,  92.0 ,  135.0 ,  -   
173,2016,RUH,"  56,440.0 ","  6,302,138.0 ","  23,029.9 ","  57,182.0 ","  6,245,549.0 ","  13,140.6 ","  41,274.0 ","  5,700,271.0 ","  169,469.9 ","  40,511.0 ","  5,529,815.0 ","  46,662.3 ","  195,407.0 ","  23,777,773.0 ","  252,302.7 "
174,2016,SHW,"  1,196.0 ","  111,822.0 ",  84.2 ,"  1,193.0 ","  109,249.0 ",  18.6 ,  15.0 ,  -   ,  -   ,  18.0 ,  -   ,  -   ,"  2,422.0 ","  221,071.0 ",  102.8 
175,2016,TIF,"  3,043.0 ","  312,613.0 ",  241.9 ,"  3,038.0 ","  305,471.0 ",  157.3 ,"  3,151.0 ","  322,578.0 ",  -   ,"  3,168.0 ","  300,825.0 ",  -   ,"  12,400.0 ","  1,241,487.0 ",  399.2 
176,2016,TUI,  769.0 ,"  38,567.0 ",  24.4 ,  768.0 ,"  39,959.0 ",  6.1 ,,,,,,,"  1,537.0 ","  78,526.0 ",  30.5 
177,2016,TUU,"  5,193.0 ","  553,683.0 ",  962.5 ,"  5,189.0 ","  551,333.0 ",  255.2 ,"  1,095.0 ","  108,312.0 ",  0.6 ,"  1,097.0 ","  114,001.0 ",  -   ,"  12,574.0 ","  1,327,329.0 ","  1,218.3 "
178,2016,ULH,  260.0 ,"  11,136.0 ",  0.3 ,  261.0 ,"  11,808.0 ",  0.9 ,,,,  1.0 ,  -   ,,  522.0 ,"  22,944.0 ",  1.2 
179,2016,URY,  979.0 ,"  93,556.0 ",  221.4 ,"  1,014.0 ","  95,485.0 ",  18.7 ,,,,  1.0 ,  -   ,  -   ,"  1,994.0 ","  189,041.0 ",  240.1 
180,2016,WAE,  722.0 ,"  55,989.0 ",  4.3 ,  722.0 ,"  61,539.0 ",  2.2 ,,,,,,,"  1,444.0 ","  117,528.0 ",  6.5 
181,2016,YNB,"  2,392.0 ","  187,346.0 ",  48.0 ,"  2,394.0 ","  198,922.0 ",  3.8 ,"  2,707.0 ","  317,437.0 ",  -   ,"  2,706.0 ","  325,474.0 ",  -   ,"  10,199.0 ","  1,029,179.0 ",  51.8 
182,2017,ABT,"  2,422.0 ","  238,629.0 ",  13.1 ,"  2,418.0 ","  239,760.0 ",  16.4 ,,,,,,,"  4,840.0 ","  478,389.0 ",  29.5 
183,2017,AHB,"  15,017.0 ","  1,633,153.0 ",  707.5 ,"  14,975.0 ","  1,640,691.0 ",  240.6 ,"  2,425.0 ","  269,715.0 ",  13.2 ,"  2,391.0 ","  273,543.0 ",  3.6 ,"  34,808.0 ","  3,817,102.0 ",  964.9 
184,2017,AJF,"  2,456.0 ","  234,527.0 ",  139.1 ,"  2,434.0 ","  233,532.0 ",  36.0 ,  632.0 ,"  63,994.0 ",  -   ,  633.0 ,"  74,180.0 ",  -   ,"  6,155.0 ","  606,233.0 ",  175.1 
185,2017,AQI,"  1,566.0 ","  128,772.0 ",  367.1 ,"  1,563.0 ","  132,615.0 ",  449.4 ,  7.0 ,  -   ,  89.6 ,  9.0 ,  -   ,  30.0 ,"  3,145.0 ","  261,387.0 ",  936.1 
186,2017,BHH,"  1,987.0 ","  221,700.0 ",  52.0 ,"  1,987.0 ","  229,108.0 ",  8.8 ,  3.0 ,  981.0 ,  -   ,  7.0 ,  -   ,  -   ,"  3,984.0 ","  451,789.0 ",  60.8 
187,2017,DMM,"  25,763.0 ","  2,595,960.0 ","  11,319.8 ","  25,735.0 ","  2,572,790.0 ","  5,026.4 ","  19,834.0 ","  2,420,037.0 ","  68,687.2 ","  19,857.0 ","  2,561,042.0 ","  20,711.2 ","  91,189.0 ","  10,149,829.0 ","  105,744.6 "
188,2017,DWD,  237.0 ,"  14,920.0 ",  351.4 ,  235.0 ,"  15,585.0 ",  330.7 ,,,,  2.0 ,  -   ,  20.0 ,  474.0 ,"  30,505.0 ",  702.1 
189,2017,EAM,  60.0 ,  416.0 ,  -   ,  61.0 ,  603.0 ,  -   ,,,,,,,  121.0 ,"  1,019.0 ",  -   
190,2017,EJH,  547.0 ,"  26,899.0 ",  2.4 ,  553.0 ,"  28,821.0 ",  2.3 ,  14.0 ,  21.0 ,  -   ,  7.0 ,  -   ,  -   ,"  1,121.0 ","  55,741.0 ",  4.7 
191,2017,ELQ,"  4,186.0 ","  423,912.0 ","  8,945.9 ","  4,184.0 ","  432,999.0 ","  8,977.1 ","  3,647.0 ","  376,060.0 ",  799.8 ,"  3,646.0 ","  417,214.0 ",  892.4 ,"  15,663.0 ","  1,650,185.0 ","  19,615.2 "
192,2017,GIZ,"  8,376.0 ","  933,749.0 ",  336.0 ,"  8,342.0 ","  955,267.0 ",  541.8 ,  860.0 ,"  87,317.0 ",  -   ,  862.0 ,"  101,569.0 ",  -   ,"  18,440.0 ","  2,077,902.0 ",  877.8 
193,2017,HAS,"  6,261.0 ","  428,657.0 ",  754.8 ,"  6,185.0 ","  426,446.0 ",  639.9 ,  779.0 ,"  77,613.0 ",  138.1 ,  790.0 ,"  91,297.0 ",  140.1 ,"  14,015.0 ","  1,024,013.0 ","  1,672.9 "
194,2017,HOF,"  3,084.0 ","  63,465.0 ",  19.6 ,"  3,089.0 ","  102,559.0 ",  32.1 ,  597.0 ,"  43,818.0 ",  19.9 ,  597.0 ,"  43,426.0 ",  19.9 ,"  7,367.0 ","  253,268.0 ",  91.5 
195,2017,JED,"  46,074.0 ","  5,947,047.0 ","  20,627.3 ","  44,714.0 ","  5,871,497.0 ","  29,135.9 ","  67,783.0 ","  10,629,983.0 ","  218,147.5 ","  69,236.0 ","  11,725,411.0 ","  114,200.5 ","  227,807.0 ","  34,173,938.0 ","  382,111.2 "
196,2017,MED,"  10,048.0 ","  1,133,308.0 ",,"  11,753.0 ","  1,209,758.0 ",,"  18,977.0 ","  3,094,385.0 ",,"  17,267.0 ","  2,367,844.0 ",,"  58,045.0 ","  7,805,295.0 ",
197,2017,RAE,"  1,470.0 ","  142,228.0 ",  97.8 ,"  1,470.0 ","  143,650.0 ",  17.8 ,  4.0 ,  10.0 ,  -   ,  8.0 ,  38.0 ,  -   ,"  2,952.0 ","  285,926.0 ",  115.6 
198,2017,RAH,  666.0 ,"  42,662.0 ",  6.3 ,  666.0 ,"  46,383.0 ",  7.6 ,,,,,,,"  1,332.0 ","  89,045.0 ",  13.9 
199,2017,RGB,,,,,,,  20.0 ,  23.0 ,  -   ,  21.0 ,  19.0 ,  -   ,  41.0 ,  42.0 ,  -   
200,2017,RUH,"  55,188.0 ","  7,236,257.0 ","  16,050.2 ","  55,468.0 ","  7,198,679.0 ","  10,264.4 ","  46,586.0 ","  5,900,293.0 ","  160,139.9 ","  46,290.0 ","  6,043,563.0 ","  55,820.4 ","  203,532.0 ","  26,378,792.0 ","  242,274.9 "
201,2017,SHW,"  1,407.0 ","  131,576.0 ",  42.9 ,"  1,433.0 ","  128,733.0 ",  6.7 ,  3.0 ,  -   ,  -   ,  3.0 ,  -   ,  -   ,"  2,846.0 ","  260,309.0 ",  49.6 
202,2017,TIF,"  3,474.0 ","  345,678.0 ",  66.3 ,"  3,496.0 ","  342,717.0 ",  41.4 ,"  2,326.0 ","  208,402.0 ",  -   ,"  2,313.0 ","  198,852.0 ",  -   ,"  11,609.0 ","  1,095,649.0 ",  107.7 
203,2017,TUI,"  1,050.0 ","  50,635.0 ",  10.5 ,"  1,046.0 ","  52,433.0 ",  8.8 ,,,,  1.0 ,  -   ,  -   ,"  2,097.0 ","  103,068.0 ",  19.3 
204,2017,TUU,"  5,698.0 ","  598,223.0 ",  464.9 ,"  5,668.0 ","  596,809.0 ",  114.0 ,  911.0 ,"  93,371.0 ",  -   ,  913.0 ,"  105,726.0 ",  0.1 ,"  13,190.0 ","  1,394,129.0 ",  579.0 
205,2017,ULH,  367.0 ,"  12,118.0 ",  0.1 ,  362.0 ,"  13,025.0 ",  -   ,  14.0 ,  -   ,  -   ,  15.0 ,  -   ,  -   ,  758.0 ,"  25,143.0 ",  0.1 
206,2017,URY,"  1,523.0 ","  114,262.0 ",  95.9 ,"  1,540.0 ","  122,358.0 ",  20.1 ,  3.0 ,  38.0 ,  -   ,  2.0 ,  32.0 ,  -   ,"  3,068.0 ","  236,690.0 ",  116.0 
207,2017,WAE,  929.0 ,"  65,542.0 ","  1,507.6 ",  920.0 ,"  73,623.0 ","  1,458.7 ",  6.0 ,  -   ,  69.8 ,  10.0 ,  -   ,  94.9 ,"  1,865.0 ","  139,165.0 ","  3,131.0 "
208,2017,YNB,"  2,328.0 ","  207,574.0 ",  19.6 ,"  2,323.0 ","  214,846.0 ",  6.6 ,"  1,662.0 ","  166,359.0 ",  -   ,"  1,662.0 ","  172,444.0 ",  -   ,"  7,975.0 ","  761,223.0 ",  26.2 
209,2018,ABT,2243.0,235847.0,0.0,2242.0,240210.0,0.0,,,,,,,4485.0,476057.0,0.0
210,2018,AHB,18285.0,1986865.0,0.0,18280.0,2018351.0,0.0,2191.0,233076.0,0.0,2199.0,259917.0,0.0,40955.0,4498209.0,0.0
211,2018,AJF,2304.0,238474.0,0.0,2292.0,243476.0,0.0,614.0,50955.0,0.0,629.0,61436.0,0.0,5839.0,594341.0,0.0
212,2018,AQI,1771.0,142581.0,29.0,1776.0,150226.0,35.4,13.0,0.0,6.4,8.0,0.0,0.0,3568.0,292807.0,70.80000000000001
213,2018,BHH,1944.0,230868.0,0.0,1946.0,243018.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,3892.0,473891.0,0.0
214,2018,DMM,26401.0,2766651.0,11132.8,26522.0,2776042.0,3740.4,20261.0,2350707.0,82908.6,20193.0,2561513.0,17948.3,93377.0,10454913.0,115730.1
215,2018,DWD,303.0,16682.0,516.7,303.0,17852.0,523.6,13.0,0.0,9.9,13.0,2.0,4.0,632.0,34536.0,1054.2000000000005
216,2018,EAM,67.0,418.0,0.0,84.0,589.0,0.0,7.0,114.0,0.0,2.0,12.0,0.0,160.0,1133.0,0.0
217,2018,EJH,812.0,27183.0,0.0,813.0,28621.0,0.0,53.0,8.0,0.0,52.0,10.0,0.0,1730.0,55822.0,0.0
218,2018,ELQ,4834.0,469308.0,8591.3,4838.0,479079.0,8873.4,3317.0,316809.0,1414.8,3314.0,369915.0,1118.8,16303.0,1635111.0,19998.3
219,2018,GIZ,10787.0,1202520.0,0.0,10768.0,1239878.0,0.0,821.0,79874.0,0.0,843.0,102180.0,0.0,23219.0,2624452.0,0.0
220,2018,HAS,8140.0,534963.0,150.6,8171.0,542738.0,150.2,890.0,78997.0,0.0,900.0,96208.0,0.0,18101.0,1252906.0,300.79999999999995
221,2018,HOF,3056.0,66652.0,25.0,3057.0,73397.0,15.7,178.0,15410.0,7.0,178.0,15845.0,7.0,6469.0,171304.0,54.7
222,2018,JED,48021.0,6586645.0,8909.2,46389.0,6336083.0,24207.5,69516.0,10772800.0,211329.0,71137.0,12311381.0,109315.7,235063.0,36006909.0,353761.4
223,2018,MED,10521.0,1163323.0,,13203.0,1322617.0,,19808.0,3235944.0,,17133.0,2422906.0,,60665.0,8144790.0,
224,2018,RAE,1710.0,170322.0,30.1,1703.0,175750.0,5.2,,,,4.0,28.0,0.0,3417.0,346100.0,35.300000000000004
225,2018,RAH,592.0,43562.0,0.0,619.0,46480.0,0.0,1.0,0.0,0.0,,,,1212.0,90042.0,0.0
226,2018,RGB,,,,,,,25.0,43.0,0.0,25.0,50.0,0.0,50.0,93.0,0.0
227,2018,RUH,56612.0,7814427.0,16991.6,56744.0,7709819.0,7910.6,47626.0,6172594.0,154557.5,47763.0,6429791.0,54569.2,208745.0,28126631.0,234028.9
228,2018,SHW,1478.0,137930.0,0.0,1478.0,135893.0,0.0,,,,1.0,7.0,,2957.0,273830.0,0.0
229,2018,TIF,3562.0,388317.0,0.0,3554.0,381411.0,0.0,1833.0,199452.0,0.0,1841.0,204733.0,0.0,10790.0,1173913.0,0.0
230,2018,TUI,856.0,52585.0,0.1,855.0,53939.0,0.1,4.0,0.0,0.0,6.0,8.0,0.0,1721.0,106532.0,0.2
231,2018,TUU,6228.0,687884.0,0.1,6644.0,725912.0,0.1,783.0,84472.0,0.0,782.0,91020.0,0.0,14437.0,1589288.0,0.2
232,2018,ULH,547.0,16808.0,0.0,544.0,17119.0,0.0,11.0,104.0,0.0,11.0,198.0,0.0,1113.0,34229.0,0.0
233,2018,URY,1505.0,123588.0,0.0,1520.0,134712.0,0.0,1.0,5.0,0.0,,,,3026.0,258305.0,0.0
234,2018,WAE,972.0,71924.0,1343.4,960.0,82038.0,1208.9,12.0,0.0,95.3,24.0,0.0,229.8,1968.0,153962.0,2877.4000000000005
235,2018,YNB,2332.0,225989.0,0.0,2338.0,236109.0,0.0,1417.0,152941.0,0.0,1414.0,154398.0,0.0,7501.0,769437.0,0.0
236,2019,ABT,2068.0,218994.0,0.0,2068.0,222607.0,0.0,,,,,,,4136.0,441601.0,0.0
237,2019,AHB,15787.0,1969418.0,0.0,15788.0,1953846.0,0.0,1721.0,225342.0,0.0,1731.0,219547.0,0.0,35027.0,4368153.0,0.0
238,2019,AJF,2137.0,235568.0,0.0,2132.0,237770.0,0.0,504.0,62677.0,0.0,503.0,59328.0,0.0,5276.0,595343.0,0.0
239,2019,AQI,1657.0,157691.0,0.0,1659.0,164200.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,3328.0,321891.0,0.0
240,2019,BHH,1973.0,235505.0,0.0,1973.0,240571.0,0.0,,,,,,,3946.0,476076.0,0.0
241,2019,DMM,28786.0,3152291.0,9090.5,28749.0,3168537.0,3053.4,18613.0,2453865.0,53221.1,18642.0,2393690.0,11763.0,94790.0,11168383.0,77128.0
242,2019,DWD,247.0,18035.0,284.6,246.0,19722.0,276.8,1.0,0.0,16.0,,,,494.0,37757.0,577.4000000000001
243,2019,EAM,793.0,105014.0,0.0,797.0,106804.0,0.0,3.0,122.0,0.0,2.0,104.0,,1595.0,212044.0,0.0
244,2019,EJH,680.0,29900.0,0.0,672.0,30205.0,0.0,92.0,2.0,0.0,100.0,1.0,0.0,1544.0,60108.0,0.0
245,2019,ELQ,4533.0,485164.0,0.0,4535.0,492926.0,0.0,3042.0,340610.0,0.0,3041.0,334003.0,0.0,15151.0,1652703.0,0.0
246,2019,GIZ,10795.0,1333159.0,0.0,10797.0,1358099.0,0.0,556.0,71403.0,0.0,554.0,74151.0,0.0,22702.0,2836812.0,0.0
247,2019,HAS,5489.0,452825.0,0.0,5469.0,459710.0,0.0,711.0,85931.0,0.0,729.0,80003.0,0.0,12398.0,1078469.0,0.0
248,2019,HOF,3262.0,75404.0,3.0,3247.0,79751.0,3.0,219.0,11677.0,0.0,234.0,12767.0,0.0,6962.0,179599.0,6.0
249,2019,JED,53385.0,7133625.0,8075.9,51994.0,7040227.0,27373.0,67625.0,11237016.0,205733.8,68936.0,12129993.0,125771.3,241940.0,37540861.0,366954.0
250,2019,MED,11048.0,1223932.0,,13012.0,1376222.0,,19255.0,3321752.0,,17289.0,2462067.0,,60604.0,8383973.0,
251,2019,NUM,,,,,,,367.0,2460.0,0.0,373.0,2851.0,0.0,740.0,5311.0,0.0
252,2019,RAE,1652.0,172527.0,0.0,1649.0,173097.0,0.0,13.0,10.0,0.0,18.0,130.0,0.0,3332.0,345764.0,0.0
253,2019,RAH,473.0,44569.0,0.0,473.0,46188.0,0.0,,,,,,,946.0,90757.0,0.0
254,2019,RGB,,,,,,,17.0,31.0,0.0,17.0,46.0,0.0,34.0,77.0,0.0
255,2019,RUH,62533.0,8453790.0,19700.5,62031.0,8217263.0,5455.2,43561.0,6285616.0,150832.8,44038.0,6127569.0,43085.0,212163.0,29084238.0,219073.5
256,2019,SHW,1369.0,131850.0,0.0,1368.0,127920.0,0.0,1.0,62.0,0.0,2.0,62.0,0.0,2740.0,259894.0,0.0
257,2019,TIF,3870.0,413195.0,0.0,3850.0,400778.0,0.0,1558.0,185598.0,0.0,1577.0,174675.0,0.0,10855.0,1174246.0,0.0
258,2019,TUI,753.0,51590.0,0.0,754.0,53081.0,0.0,3.0,0.0,0.0,2.0,7.0,0.0,1512.0,104678.0,0.0
259,2019,TUU,7192.0,796108.0,0.0,7182.0,804891.0,0.0,811.0,92657.0,0.0,829.0,93304.0,0.0,16014.0,1786960.0,0.0
260,2019,ULH,700.0,29642.0,0.0,707.0,29388.0,0.0,120.0,966.0,0.0,111.0,1142.0,0.0,1638.0,61138.0,0.0
261,2019,URY,1260.0,118392.0,0.0,1258.0,124589.0,0.0,1.0,4.0,0.0,1.0,9.0,0.0,2520.0,242994.0,0.0
262,2019,WAE,899.0,73301.0,760.5,892.0,78277.0,707.3,7.0,0.0,83.5,11.0,0.0,136.7,1809.0,151578.0,1688.0
263,2019,YNB,2380.0,218837.0,0.0,2392.0,224547.0,0.0,1062.0,132785.0,0.0,1050.0,120493.0,0.0,6884.0,696662.0,0.0
264,2020,ABT,"  1,160.0 ","  99,491.0 ",  -   ,"  1,160.0 ","  102,517.0 ",  -   , - , - , - , - , - , - ,"  2,320.0 ","  202,008.0 ",  -   
265,2020,AHB,"  7,811.0 ","  874,128.0 ",  -   ,"  7,769.0 ","  887,906.0 ",  -   ,  328.0 ,"  36,764.0 ",  -   ,  368.0 ,"  50,698.0 ",  -   ,"  16,276.0 ","  1,849,496.0 ",  -   
266,2020,AJF,"  1,117.0 ","  109,775.0 ",  -   ,"  1,124.0 ","  112,273.0 ",  -   ,  183.0 ,"  19,579.0 ",  -   ,  180.0 ,"  21,523.0 ",  -   ,"  2,604.0 ","  263,150.0 ",  -   
267,2020,AQI,  645.0 ,"  55,569.0 ",  -   ,  648.0 ,"  56,832.0 ",  -   ,  7.0 ,  37.0 ,  -   ,  4.0 ,  -   ,  -   ,"  1,304.0 ","  112,438.0 ",  -   
268,2020,BHH,  930.0 ,"  96,846.0 ",  -   ,  930.0 ,"  100,954.0 ",  -   ,  4.0 ,  3.0 ,  -   ,  4.0 ,  6.0 ,  -   ,"  1,868.0 ","  197,809.0 ",  -   
269,2020,DMM,"  16,928.0 ","  1,382,559.0 ","  3,467.4 ","  16,817.0 ","  1,340,700.0 ","  1,856.4 ","  6,888.0 ","  680,459.0 ","  21,354.4 ","  7,000.0 ","  833,904.0 ","  4,799.8 ","  47,633.0 ","  4,237,622.0 ","  31,478.0 "
